county,precinct,office,district,party,candidate,votes,election_night,absentee,provisional
Sarpy,,Member of Legislative,2,NON,R. Paul Lambert,1332,813,508,11
Sarpy,Precinct 46,Member of Legislative,2,NON,R. Paul Lambert,300,201,99,0
Sarpy,Precinct 47,Member of Legislative,2,NON,R. Paul Lambert,193,148,44,1
Sarpy,Precinct 48,Member of Legislative,2,NON,R. Paul Lambert,406,228,177,1
Sarpy,Precinct 49,Member of Legislative,2,NON,R. Paul Lambert,433,236,188,9
Sarpy,,Member of Legislative,2,NON,Bill Kintner,2917,1879,1028,10
Sarpy,Precinct 46,Member of Legislative,2,NON,Bill Kintner,592,396,195,1
Sarpy,Precinct 47,Member of Legislative,2,NON,Bill Kintner,420,342,78,0
Sarpy,Precinct 48,Member of Legislative,2,NON,Bill Kintner,912,532,375,5
Sarpy,Precinct 49,Member of Legislative,2,NON,Bill Kintner,993,609,380,4
Sarpy,,Member of Legislative,2,NON,WRITE-IN,19,8,11,0
Sarpy,Precinct 46,Member of Legislative,2,NON,WRITE-IN,4,2,2,0
Sarpy,Precinct 47,Member of Legislative,2,NON,WRITE-IN,1,1,0,0
Sarpy,Precinct 48,Member of Legislative,2,NON,WRITE-IN,6,3,3,0
Sarpy,Precinct 49,Member of Legislative,2,NON,WRITE-IN,8,2,6,0
Sarpy,,Member of Legislative,3,NON,Scott Price,6997,4456,2450,91
Sarpy,Precinct 16,Member of Legislative,3,NON,Scott Price,556,396,157,3
Sarpy,Precinct 17,Member of Legislative,3,NON,Scott Price,534,371,157,6
Sarpy,Precinct 18,Member of Legislative,3,NON,Scott Price,405,279,123,3
Sarpy,Precinct 19,Member of Legislative,3,NON,Scott Price,856,454,392,10
Sarpy,Precinct 20,Member of Legislative,3,NON,Scott Price,620,426,183,11
Sarpy,Precinct 21,Member of Legislative,3,NON,Scott Price,1041,587,449,5
Sarpy,Precinct 22,Member of Legislative,3,NON,Scott Price,684,461,212,11
Sarpy,Precinct 23,Member of Legislative,3,NON,Scott Price,623,362,250,11
Sarpy,Precinct 24,Member of Legislative,3,NON,Scott Price,468,328,126,14
Sarpy,Precinct 25,Member of Legislative,3,NON,Scott Price,478,307,160,11
Sarpy,Precinct 26,Member of Legislative,3,NON,Scott Price,732,485,241,6
Sarpy,,Member of Legislative,3,NON,Suzanne McNamara,5490,3248,2172,70
Sarpy,Precinct 16,Member of Legislative,3,NON,Suzanne McNamara,601,399,197,5
Sarpy,Precinct 17,Member of Legislative,3,NON,Suzanne McNamara,578,380,194,4
Sarpy,Precinct 18,Member of Legislative,3,NON,Suzanne McNamara,452,303,145,4
Sarpy,Precinct 19,Member of Legislative,3,NON,Suzanne McNamara,599,309,283,7
Sarpy,Precinct 20,Member of Legislative,3,NON,Suzanne McNamara,600,349,243,8
Sarpy,Precinct 21,Member of Legislative,3,NON,Suzanne McNamara,612,313,291,8
Sarpy,Precinct 22,Member of Legislative,3,NON,Suzanne McNamara,516,319,187,10
Sarpy,Precinct 23,Member of Legislative,3,NON,Suzanne McNamara,494,237,245,12
Sarpy,Precinct 24,Member of Legislative,3,NON,Suzanne McNamara,270,167,98,5
Sarpy,Precinct 25,Member of Legislative,3,NON,Suzanne McNamara,314,197,113,4
Sarpy,Precinct 26,Member of Legislative,3,NON,Suzanne McNamara,454,275,176,3
Sarpy,,Member of Legislative,3,NON,WRITE-IN,82,55,25,2
Sarpy,Precinct 16,Member of Legislative,3,NON,WRITE-IN,10,6,4,0
Sarpy,Precinct 17,Member of Legislative,3,NON,WRITE-IN,9,4,5,0
Sarpy,Precinct 18,Member of Legislative,3,NON,WRITE-IN,8,5,2,1
Sarpy,Precinct 19,Member of Legislative,3,NON,WRITE-IN,9,7,2,0
Sarpy,Precinct 20,Member of Legislative,3,NON,WRITE-IN,6,4,2,0
Sarpy,Precinct 21,Member of Legislative,3,NON,WRITE-IN,4,3,0,1
Sarpy,Precinct 22,Member of Legislative,3,NON,WRITE-IN,8,4,4,0
Sarpy,Precinct 23,Member of Legislative,3,NON,WRITE-IN,14,14,0,0
Sarpy,Precinct 24,Member of Legislative,3,NON,WRITE-IN,5,2,3,0
Sarpy,Precinct 25,Member of Legislative,3,NON,WRITE-IN,6,4,2,0
Sarpy,Precinct 26,Member of Legislative,3,NON,WRITE-IN,3,2,1,0
Sarpy,,Member of Legislative,45,NON,Sue Crawford,7111,4855,2113,143
Sarpy,Precinct 1,Member of Legislative,45,NON,Sue Crawford,449,314,125,10
Sarpy,Precinct 2,Member of Legislative,45,NON,Sue Crawford,421,294,119,8
Sarpy,Precinct 3,Member of Legislative,45,NON,Sue Crawford,596,376,203,17
Sarpy,Precinct 4,Member of Legislative,45,NON,Sue Crawford,596,435,154,7
Sarpy,Precinct 5,Member of Legislative,45,NON,Sue Crawford,496,318,169,9
Sarpy,Precinct 6,Member of Legislative,45,NON,Sue Crawford,648,435,195,18
Sarpy,Precinct 7,Member of Legislative,45,NON,Sue Crawford,539,373,159,7
Sarpy,Precinct 8,Member of Legislative,45,NON,Sue Crawford,424,293,118,13
Sarpy,Precinct 9,Member of Legislative,45,NON,Sue Crawford,565,413,136,16
Sarpy,Precinct 10,Member of Legislative,45,NON,Sue Crawford,428,327,88,13
Sarpy,Precinct 11,Member of Legislative,45,NON,Sue Crawford,642,418,214,10
Sarpy,Precinct 12,Member of Legislative,45,NON,Sue Crawford,506,359,143,4
Sarpy,Precinct 13,Member of Legislative,45,NON,Sue Crawford,801,500,290,11
Sarpy,,Member of Legislative,45,NON,Richard Carter,6729,4543,2098,88
Sarpy,Precinct 1,Member of Legislative,45,NON,Richard Carter,304,220,81,3
Sarpy,Precinct 2,Member of Legislative,45,NON,Richard Carter,429,313,111,5
Sarpy,Precinct 3,Member of Legislative,45,NON,Richard Carter,496,308,182,6
Sarpy,Precinct 4,Member of Legislative,45,NON,Richard Carter,538,395,139,4
Sarpy,Precinct 5,Member of Legislative,45,NON,Richard Carter,470,269,199,2
Sarpy,Precinct 6,Member of Legislative,45,NON,Richard Carter,519,345,167,7
Sarpy,Precinct 7,Member of Legislative,45,NON,Richard Carter,505,360,136,9
Sarpy,Precinct 8,Member of Legislative,45,NON,Richard Carter,531,334,190,7
Sarpy,Precinct 9,Member of Legislative,45,NON,Richard Carter,510,361,140,9
Sarpy,Precinct 10,Member of Legislative,45,NON,Richard Carter,350,269,69,12
Sarpy,Precinct 11,Member of Legislative,45,NON,Richard Carter,742,475,258,9
Sarpy,Precinct 12,Member of Legislative,45,NON,Richard Carter,570,411,153,6
Sarpy,Precinct 13,Member of Legislative,45,NON,Richard Carter,765,483,273,9
Sarpy,,Member of Legislative,45,NON,WRITE-IN,64,46,16,2
Sarpy,Precinct 1,Member of Legislative,45,NON,WRITE-IN,12,9,3,0
Sarpy,Precinct 2,Member of Legislative,45,NON,WRITE-IN,5,4,1,0
Sarpy,Precinct 3,Member of Legislative,45,NON,WRITE-IN,5,4,1,0
Sarpy,Precinct 4,Member of Legislative,45,NON,WRITE-IN,7,5,1,1
Sarpy,Precinct 5,Member of Legislative,45,NON,WRITE-IN,5,3,2,0
Sarpy,Precinct 6,Member of Legislative,45,NON,WRITE-IN,5,2,2,1
Sarpy,Precinct 7,Member of Legislative,45,NON,WRITE-IN,6,6,0,0
Sarpy,Precinct 8,Member of Legislative,45,NON,WRITE-IN,3,1,2,0
Sarpy,Precinct 9,Member of Legislative,45,NON,WRITE-IN,4,2,2,0
Sarpy,Precinct 10,Member of Legislative,45,NON,WRITE-IN,3,3,0,0
Sarpy,Precinct 11,Member of Legislative,45,NON,WRITE-IN,4,3,1,0
Sarpy,Precinct 12,Member of Legislative,45,NON,WRITE-IN,2,1,1,0
Sarpy,Precinct 13,Member of Legislative,45,NON,WRITE-IN,3,3,0,0
Sarpy,,Member of Legislative,49,NON,John Murante,8508,5535,2913,60
Sarpy,Precinct 51,Member of Legislative,49,NON,John Murante,796,504,287,5
Sarpy,Precinct 52,Member of Legislative,49,NON,John Murante,879,545,322,12
Sarpy,Precinct 53,Member of Legislative,49,NON,John Murante,758,444,309,5
Sarpy,Precinct 54,Member of Legislative,49,NON,John Murante,876,521,351,4
Sarpy,Precinct 55,Member of Legislative,49,NON,John Murante,872,565,304,3
Sarpy,Precinct 56,Member of Legislative,49,NON,John Murante,642,464,176,2
Sarpy,Precinct 57,Member of Legislative,49,NON,John Murante,559,421,136,2
Sarpy,Precinct 58,Member of Legislative,49,NON,John Murante,462,320,136,6
Sarpy,Precinct 59,Member of Legislative,49,NON,John Murante,608,434,171,3
Sarpy,Precinct 60,Member of Legislative,49,NON,John Murante,581,437,140,4
Sarpy,Precinct 61,Member of Legislative,49,NON,John Murante,974,557,406,11
Sarpy,Precinct 62,Member of Legislative,49,NON,John Murante,501,323,175,3
Sarpy,,Member of Legislative,49,NON,Frank C. Wellenstein,4398,2961,1394,43
Sarpy,Precinct 51,Member of Legislative,49,NON,Frank C. Wellenstein,395,264,126,5
Sarpy,Precinct 52,Member of Legislative,49,NON,Frank C. Wellenstein,433,295,134,4
Sarpy,Precinct 53,Member of Legislative,49,NON,Frank C. Wellenstein,421,254,162,5
Sarpy,Precinct 54,Member of Legislative,49,NON,Frank C. Wellenstein,389,261,125,3
Sarpy,Precinct 55,Member of Legislative,49,NON,Frank C. Wellenstein,422,264,150,8
Sarpy,Precinct 56,Member of Legislative,49,NON,Frank C. Wellenstein,338,241,94,3
Sarpy,Precinct 57,Member of Legislative,49,NON,Frank C. Wellenstein,328,229,99,0
Sarpy,Precinct 58,Member of Legislative,49,NON,Frank C. Wellenstein,252,187,64,1
Sarpy,Precinct 59,Member of Legislative,49,NON,Frank C. Wellenstein,343,258,80,5
Sarpy,Precinct 60,Member of Legislative,49,NON,Frank C. Wellenstein,281,212,66,3
Sarpy,Precinct 61,Member of Legislative,49,NON,Frank C. Wellenstein,550,333,212,5
Sarpy,Precinct 62,Member of Legislative,49,NON,Frank C. Wellenstein,246,163,82,1
Sarpy,,Member of Legislative,49,NON,WRITE-IN,78,46,30,2
Sarpy,Precinct 51,Member of Legislative,49,NON,WRITE-IN,3,3,0,0
Sarpy,Precinct 52,Member of Legislative,49,NON,WRITE-IN,12,5,6,1
Sarpy,Precinct 53,Member of Legislative,49,NON,WRITE-IN,11,5,6,0
Sarpy,Precinct 54,Member of Legislative,49,NON,WRITE-IN,9,6,3,0
Sarpy,Precinct 55,Member of Legislative,49,NON,WRITE-IN,12,5,7,0
Sarpy,Precinct 56,Member of Legislative,49,NON,WRITE-IN,3,1,2,0
Sarpy,Precinct 57,Member of Legislative,49,NON,WRITE-IN,7,5,2,0
Sarpy,Precinct 58,Member of Legislative,49,NON,WRITE-IN,2,2,0,0
Sarpy,Precinct 59,Member of Legislative,49,NON,WRITE-IN,4,4,0,0
Sarpy,Precinct 60,Member of Legislative,49,NON,WRITE-IN,3,1,2,0
Sarpy,Precinct 61,Member of Legislative,49,NON,WRITE-IN,4,4,0,0
Sarpy,Precinct 62,Member of Legislative,49,NON,WRITE-IN,8,5,2,1
Sarpy,,State BOE Member,2,NON,Mark Quandahl,37002,23930,12656,416
Sarpy,Precinct 2,State BOE Member,2,NON,Mark Quandahl,201,137,61,3
Sarpy,Precinct 5,State BOE Member,2,NON,Mark Quandahl,786,484,292,10
Sarpy,Precinct 6,State BOE Member,2,NON,Mark Quandahl,897,599,275,23
Sarpy,Precinct 7,State BOE Member,2,NON,Mark Quandahl,493,344,143,6
Sarpy,Precinct 8,State BOE Member,2,NON,Mark Quandahl,783,524,246,13
Sarpy,Precinct 9,State BOE Member,2,NON,Mark Quandahl,876,634,220,22
Sarpy,Precinct 10,State BOE Member,2,NON,Mark Quandahl,612,464,129,19
Sarpy,Precinct 11,State BOE Member,2,NON,Mark Quandahl,1096,710,369,17
Sarpy,Precinct 12,State BOE Member,2,NON,Mark Quandahl,836,601,229,6
Sarpy,Precinct 19,State BOE Member,2,NON,Mark Quandahl,817,423,384,10
Sarpy,Precinct 20,State BOE Member,2,NON,Mark Quandahl,304,174,121,9
Sarpy,Precinct 21,State BOE Member,2,NON,Mark Quandahl,1379,767,600,12
Sarpy,Precinct 22,State BOE Member,2,NON,Mark Quandahl,1010,677,315,18
Sarpy,Precinct 23,State BOE Member,2,NON,Mark Quandahl,998,553,424,21
Sarpy,Precinct 24,State BOE Member,2,NON,Mark Quandahl,606,405,183,18
Sarpy,Precinct 25,State BOE Member,2,NON,Mark Quandahl,674,448,212,14
Sarpy,Precinct 26,State BOE Member,2,NON,Mark Quandahl,974,641,325,8
Sarpy,Precinct 31,State BOE Member,2,NON,Mark Quandahl,1489,1010,465,14
Sarpy,Precinct 32,State BOE Member,2,NON,Mark Quandahl,785,517,260,8
Sarpy,Precinct 33,State BOE Member,2,NON,Mark Quandahl,947,601,333,13
Sarpy,Precinct 36,State BOE Member,2,NON,Mark Quandahl,1020,644,372,4
Sarpy,Precinct 39,State BOE Member,2,NON,Mark Quandahl,1063,673,379,11
Sarpy,Precinct 40,State BOE Member,2,NON,Mark Quandahl,982,624,350,8
Sarpy,Precinct 41,State BOE Member,2,NON,Mark Quandahl,1104,650,444,10
Sarpy,Precinct 42,State BOE Member,2,NON,Mark Quandahl,1118,653,451,14
Sarpy,Precinct 46,State BOE Member,2,NON,Mark Quandahl,655,440,214,1
Sarpy,Precinct 47,State BOE Member,2,NON,Mark Quandahl,482,388,93,1
Sarpy,Precinct 48,State BOE Member,2,NON,Mark Quandahl,1074,629,441,4
Sarpy,Precinct 49,State BOE Member,2,NON,Mark Quandahl,1216,729,475,12
Sarpy,Precinct 51,State BOE Member,2,NON,Mark Quandahl,1097,727,362,8
Sarpy,Precinct 52,State BOE Member,2,NON,Mark Quandahl,1219,788,420,11
Sarpy,Precinct 53,State BOE Member,2,NON,Mark Quandahl,1103,663,431,9
Sarpy,Precinct 54,State BOE Member,2,NON,Mark Quandahl,1178,733,439,6
Sarpy,Precinct 55,State BOE Member,2,NON,Mark Quandahl,1227,804,412,11
Sarpy,Precinct 56,State BOE Member,2,NON,Mark Quandahl,908,667,236,5
Sarpy,Precinct 57,State BOE Member,2,NON,Mark Quandahl,834,611,222,1
Sarpy,Precinct 58,State BOE Member,2,NON,Mark Quandahl,599,430,164,5
Sarpy,Precinct 59,State BOE Member,2,NON,Mark Quandahl,770,557,207,6
Sarpy,Precinct 60,State BOE Member,2,NON,Mark Quandahl,739,548,186,5
Sarpy,Precinct 61,State BOE Member,2,NON,Mark Quandahl,1326,782,530,14
Sarpy,Precinct 62,State BOE Member,2,NON,Mark Quandahl,725,477,242,6
Sarpy,,State BOE Member,2,NON,WRITE-IN,600,384,202,14
Sarpy,Precinct 2,State BOE Member,2,NON,WRITE-IN,3,2,1,0
Sarpy,Precinct 5,State BOE Member,2,NON,WRITE-IN,11,7,3,1
Sarpy,Precinct 6,State BOE Member,2,NON,WRITE-IN,20,14,4,2
Sarpy,Precinct 7,State BOE Member,2,NON,WRITE-IN,18,13,5,0
Sarpy,Precinct 8,State BOE Member,2,NON,WRITE-IN,6,3,3,0
Sarpy,Precinct 9,State BOE Member,2,NON,WRITE-IN,18,12,6,0
Sarpy,Precinct 10,State BOE Member,2,NON,WRITE-IN,9,5,4,0
Sarpy,Precinct 11,State BOE Member,2,NON,WRITE-IN,13,6,7,0
Sarpy,Precinct 12,State BOE Member,2,NON,WRITE-IN,13,11,2,0
Sarpy,Precinct 19,State BOE Member,2,NON,WRITE-IN,13,7,5,1
Sarpy,Precinct 20,State BOE Member,2,NON,WRITE-IN,2,1,1,0
Sarpy,Precinct 21,State BOE Member,2,NON,WRITE-IN,11,7,3,1
Sarpy,Precinct 22,State BOE Member,2,NON,WRITE-IN,21,15,5,1
Sarpy,Precinct 23,State BOE Member,2,NON,WRITE-IN,14,10,3,1
Sarpy,Precinct 24,State BOE Member,2,NON,WRITE-IN,9,7,2,0
Sarpy,Precinct 25,State BOE Member,2,NON,WRITE-IN,12,8,4,0
Sarpy,Precinct 26,State BOE Member,2,NON,WRITE-IN,15,10,4,1
Sarpy,Precinct 31,State BOE Member,2,NON,WRITE-IN,28,21,7,0
Sarpy,Precinct 32,State BOE Member,2,NON,WRITE-IN,15,7,8,0
Sarpy,Precinct 33,State BOE Member,2,NON,WRITE-IN,15,11,3,1
Sarpy,Precinct 36,State BOE Member,2,NON,WRITE-IN,15,8,7,0
Sarpy,Precinct 39,State BOE Member,2,NON,WRITE-IN,19,10,9,0
Sarpy,Precinct 40,State BOE Member,2,NON,WRITE-IN,26,22,4,0
Sarpy,Precinct 41,State BOE Member,2,NON,WRITE-IN,14,10,4,0
Sarpy,Precinct 42,State BOE Member,2,NON,WRITE-IN,22,13,7,2
Sarpy,Precinct 46,State BOE Member,2,NON,WRITE-IN,14,9,5,0
Sarpy,Precinct 47,State BOE Member,2,NON,WRITE-IN,7,6,1,0
Sarpy,Precinct 48,State BOE Member,2,NON,WRITE-IN,13,7,6,0
Sarpy,Precinct 49,State BOE Member,2,NON,WRITE-IN,18,10,8,0
Sarpy,Precinct 51,State BOE Member,2,NON,WRITE-IN,15,8,7,0
Sarpy,Precinct 52,State BOE Member,2,NON,WRITE-IN,22,9,12,1
Sarpy,Precinct 53,State BOE Member,2,NON,WRITE-IN,18,10,8,0
Sarpy,Precinct 54,State BOE Member,2,NON,WRITE-IN,18,10,8,0
Sarpy,Precinct 55,State BOE Member,2,NON,WRITE-IN,22,12,10,0
Sarpy,Precinct 56,State BOE Member,2,NON,WRITE-IN,11,7,4,0
Sarpy,Precinct 57,State BOE Member,2,NON,WRITE-IN,26,18,8,0
Sarpy,Precinct 58,State BOE Member,2,NON,WRITE-IN,7,5,2,0
Sarpy,Precinct 59,State BOE Member,2,NON,WRITE-IN,9,6,3,0
Sarpy,Precinct 60,State BOE Member,2,NON,WRITE-IN,13,8,4,1
Sarpy,Precinct 61,State BOE Member,2,NON,WRITE-IN,9,9,0,0
Sarpy,Precinct 62,State BOE Member,2,NON,WRITE-IN,16,10,5,1
Sarpy,,State BOE Member,4,NON,Rebecca Valdez,12359,8222,3988,149
Sarpy,Precinct 1,State BOE Member,4,NON,Rebecca Valdez,596,421,162,13
Sarpy,Precinct 2,State BOE Member,4,NON,Rebecca Valdez,464,337,121,6
Sarpy,Precinct 3,State BOE Member,4,NON,Rebecca Valdez,909,565,321,23
Sarpy,Precinct 4,State BOE Member,4,NON,Rebecca Valdez,880,636,234,10
Sarpy,Precinct 7,State BOE Member,4,NON,Rebecca Valdez,274,194,73,7
Sarpy,Precinct 13,State BOE Member,4,NON,Rebecca Valdez,1179,742,422,15
Sarpy,Precinct 16,State BOE Member,4,NON,Rebecca Valdez,1022,702,313,7
Sarpy,Precinct 17,State BOE Member,4,NON,Rebecca Valdez,976,659,309,8
Sarpy,Precinct 18,State BOE Member,4,NON,Rebecca Valdez,737,509,222,6
Sarpy,Precinct 19,State BOE Member,4,NON,Rebecca Valdez,429,224,201,4
Sarpy,Precinct 20,State BOE Member,4,NON,Rebecca Valdez,737,497,229,11
Sarpy,Precinct 34,State BOE Member,4,NON,Rebecca Valdez,1058,734,311,13
Sarpy,Precinct 35,State BOE Member,4,NON,Rebecca Valdez,902,616,277,9
Sarpy,Precinct 37,State BOE Member,4,NON,Rebecca Valdez,1168,720,439,9
Sarpy,Precinct 38,State BOE Member,4,NON,Rebecca Valdez,1028,666,354,8
Sarpy,,State BOE Member,4,NON,WRITE-IN,238,155,75,8
Sarpy,Precinct 1,State BOE Member,4,NON,WRITE-IN,15,12,3,0
Sarpy,Precinct 2,State BOE Member,4,NON,WRITE-IN,8,6,1,1
Sarpy,Precinct 3,State BOE Member,4,NON,WRITE-IN,21,17,4,0
Sarpy,Precinct 4,State BOE Member,4,NON,WRITE-IN,16,11,4,1
Sarpy,Precinct 7,State BOE Member,4,NON,WRITE-IN,7,5,1,1
Sarpy,Precinct 13,State BOE Member,4,NON,WRITE-IN,16,8,7,1
Sarpy,Precinct 16,State BOE Member,4,NON,WRITE-IN,17,6,9,2
Sarpy,Precinct 17,State BOE Member,4,NON,WRITE-IN,22,13,8,1
Sarpy,Precinct 18,State BOE Member,4,NON,WRITE-IN,26,18,7,1
Sarpy,Precinct 19,State BOE Member,4,NON,WRITE-IN,13,8,5,0
Sarpy,Precinct 20,State BOE Member,4,NON,WRITE-IN,8,7,1,0
Sarpy,Precinct 34,State BOE Member,4,NON,WRITE-IN,15,9,6,0
Sarpy,Precinct 35,State BOE Member,4,NON,WRITE-IN,19,13,6,0
Sarpy,Precinct 37,State BOE Member,4,NON,WRITE-IN,24,14,10,0
Sarpy,Precinct 38,State BOE Member,4,NON,WRITE-IN,11,8,3,0
Sarpy,,Member Bd Regents,4,NON,Larry Bradley,4592,3114,1418,60
Sarpy,Precinct 1,Member Bd Regents,4,NON,Larry Bradley,272,196,72,4
Sarpy,Precinct 2,Member Bd Regents,4,NON,Larry Bradley,164,119,40,5
Sarpy,Precinct 3,Member Bd Regents,4,NON,Larry Bradley,381,237,137,7
Sarpy,Precinct 4,Member Bd Regents,4,NON,Larry Bradley,325,233,87,5
Sarpy,Precinct 7,Member Bd Regents,4,NON,Larry Bradley,105,77,25,3
Sarpy,Precinct 13,Member Bd Regents,4,NON,Larry Bradley,416,263,146,7
Sarpy,Precinct 16,Member Bd Regents,4,NON,Larry Bradley,388,267,116,5
Sarpy,Precinct 17,Member Bd Regents,4,NON,Larry Bradley,370,246,119,5
Sarpy,Precinct 18,Member Bd Regents,4,NON,Larry Bradley,309,224,82,3
Sarpy,Precinct 19,Member Bd Regents,4,NON,Larry Bradley,145,90,55,0
Sarpy,Precinct 20,Member Bd Regents,4,NON,Larry Bradley,293,208,81,4
Sarpy,Precinct 34,Member Bd Regents,4,NON,Larry Bradley,437,304,129,4
Sarpy,Precinct 35,Member Bd Regents,4,NON,Larry Bradley,350,243,107,0
Sarpy,Precinct 37,Member Bd Regents,4,NON,Larry Bradley,346,216,126,4
Sarpy,Precinct 38,Member Bd Regents,4,NON,Larry Bradley,291,191,96,4
Sarpy,,Member Bd Regents,4,NON,Bob Whitehouse,9093,5941,3058,94
Sarpy,Precinct 1,Member Bd Regents,4,NON,Bob Whitehouse,381,257,116,8
Sarpy,Precinct 2,Member Bd Regents,4,NON,Bob Whitehouse,342,243,96,3
Sarpy,Precinct 3,Member Bd Regents,4,NON,Bob Whitehouse,559,338,209,12
Sarpy,Precinct 4,Member Bd Regents,4,NON,Bob Whitehouse,642,468,168,6
Sarpy,Precinct 7,Member Bd Regents,4,NON,Bob Whitehouse,203,140,58,5
Sarpy,Precinct 13,Member Bd Regents,4,NON,Bob Whitehouse,882,556,315,11
Sarpy,Precinct 16,Member Bd Regents,4,NON,Bob Whitehouse,782,536,243,3
Sarpy,Precinct 17,Member Bd Regents,4,NON,Bob Whitehouse,766,516,245,5
Sarpy,Precinct 18,Member Bd Regents,4,NON,Bob Whitehouse,511,332,175,4
Sarpy,Precinct 19,Member Bd Regents,4,NON,Bob Whitehouse,349,170,175,4
Sarpy,Precinct 20,Member Bd Regents,4,NON,Bob Whitehouse,529,342,180,7
Sarpy,Precinct 34,Member Bd Regents,4,NON,Bob Whitehouse,670,451,209,10
Sarpy,Precinct 35,Member Bd Regents,4,NON,Bob Whitehouse,688,463,219,6
Sarpy,Precinct 37,Member Bd Regents,4,NON,Bob Whitehouse,994,608,380,6
Sarpy,Precinct 38,Member Bd Regents,4,NON,Bob Whitehouse,795,521,270,4
Sarpy,,Member Bd Regents,4,NON,WRITE-IN,122,87,32,3
Sarpy,Precinct 1,Member Bd Regents,4,NON,WRITE-IN,13,12,1,0
Sarpy,Precinct 2,Member Bd Regents,4,NON,WRITE-IN,7,5,2,0
Sarpy,Precinct 3,Member Bd Regents,4,NON,WRITE-IN,9,7,2,0
Sarpy,Precinct 4,Member Bd Regents,4,NON,WRITE-IN,7,5,1,1
Sarpy,Precinct 7,Member Bd Regents,4,NON,WRITE-IN,6,5,1,0
Sarpy,Precinct 13,Member Bd Regents,4,NON,WRITE-IN,8,6,2,0
Sarpy,Precinct 16,Member Bd Regents,4,NON,WRITE-IN,8,5,3,0
Sarpy,Precinct 17,Member Bd Regents,4,NON,WRITE-IN,8,5,3,0
Sarpy,Precinct 18,Member Bd Regents,4,NON,WRITE-IN,9,4,3,2
Sarpy,Precinct 19,Member Bd Regents,4,NON,WRITE-IN,5,4,1,0
Sarpy,Precinct 20,Member Bd Regents,4,NON,WRITE-IN,5,4,1,0
Sarpy,Precinct 34,Member Bd Regents,4,NON,WRITE-IN,14,6,8,0
Sarpy,Precinct 35,Member Bd Regents,4,NON,WRITE-IN,9,7,2,0
Sarpy,Precinct 37,Member Bd Regents,4,NON,WRITE-IN,9,7,2,0
Sarpy,Precinct 38,Member Bd Regents,4,NON,WRITE-IN,5,5,0,0
Sarpy,,Retain Judge McCormack,,NON,Yes,31817,20628,10749,440
Sarpy,Precinct 1,Retain Judge McCormack,,NON,Yes,453,322,122,9
Sarpy,Precinct 2,Retain Judge McCormack,,NON,Yes,541,400,133,8
Sarpy,Precinct 3,Retain Judge McCormack,,NON,Yes,698,442,237,19
Sarpy,Precinct 4,Retain Judge McCormack,,NON,Yes,735,531,193,11
Sarpy,Precinct 5,Retain Judge McCormack,,NON,Yes,665,410,247,8
Sarpy,Precinct 6,Retain Judge McCormack,,NON,Yes,828,533,273,22
Sarpy,Precinct 7,Retain Judge McCormack,,NON,Yes,661,451,196,14
Sarpy,Precinct 8,Retain Judge McCormack,,NON,Yes,658,444,198,16
Sarpy,Precinct 9,Retain Judge McCormack,,NON,Yes,747,534,188,25
Sarpy,Precinct 10,Retain Judge McCormack,,NON,Yes,511,387,107,17
Sarpy,Precinct 11,Retain Judge McCormack,,NON,Yes,928,597,313,18
Sarpy,Precinct 12,Retain Judge McCormack,,NON,Yes,653,467,180,6
Sarpy,Precinct 13,Retain Judge McCormack,,NON,Yes,1000,633,348,19
Sarpy,Precinct 16,Retain Judge McCormack,,NON,Yes,779,531,242,6
Sarpy,Precinct 17,Retain Judge McCormack,,NON,Yes,735,486,245,4
Sarpy,Precinct 18,Retain Judge McCormack,,NON,Yes,563,392,165,6
Sarpy,Precinct 19,Retain Judge McCormack,,NON,Yes,1001,515,478,8
Sarpy,Precinct 20,Retain Judge McCormack,,NON,Yes,846,551,283,12
Sarpy,Precinct 21,Retain Judge McCormack,,NON,Yes,1085,596,479,10
Sarpy,Precinct 22,Retain Judge McCormack,,NON,Yes,867,579,268,20
Sarpy,Precinct 23,Retain Judge McCormack,,NON,Yes,848,471,356,21
Sarpy,Precinct 24,Retain Judge McCormack,,NON,Yes,519,337,165,17
Sarpy,Precinct 25,Retain Judge McCormack,,NON,Yes,594,402,181,11
Sarpy,Precinct 26,Retain Judge McCormack,,NON,Yes,846,548,288,10
Sarpy,Precinct 31,Retain Judge McCormack,,NON,Yes,1200,812,377,11
Sarpy,Precinct 32,Retain Judge McCormack,,NON,Yes,664,436,223,5
Sarpy,Precinct 33,Retain Judge McCormack,,NON,Yes,775,503,259,13
Sarpy,Precinct 34,Retain Judge McCormack,,NON,Yes,840,559,269,12
Sarpy,Precinct 35,Retain Judge McCormack,,NON,Yes,747,518,221,8
Sarpy,Precinct 36,Retain Judge McCormack,,NON,Yes,840,538,299,3
Sarpy,Precinct 37,Retain Judge McCormack,,NON,Yes,962,610,348,4
Sarpy,Precinct 38,Retain Judge McCormack,,NON,Yes,823,540,277,6
Sarpy,Precinct 39,Retain Judge McCormack,,NON,Yes,884,555,321,8
Sarpy,Precinct 40,Retain Judge McCormack,,NON,Yes,799,513,281,5
Sarpy,Precinct 41,Retain Judge McCormack,,NON,Yes,912,558,346,8
Sarpy,Precinct 42,Retain Judge McCormack,,NON,Yes,951,549,390,12
Sarpy,Precinct 46,Retain Judge McCormack,,NON,Yes,26,20,6,0
